Exported SMaRT Impedance Data
Experiment start time : 11/20/2006 5:27:47 PM

Result Number,Sweep Number,Point Number,Time,Frequency (Hz),AC Level (V),DC Level (V),Temperature ('C),Impedance Magnitude (Ohms),Impedance Phase Degrees ('),Impedance Real (Ohms),Impedance Imaginary (Ohms)
534,23,2,06:57:26,68.1292,3,0,-,6.351317E+10,-85.64314,4.825018E+09,-6.332963E+10,
535,23,3,06:57:30,46.41589,3,0,-,9.081329E+10,-86.7915,5.082817E+09,-9.067094E+10,
536,23,4,06:57:34,31.62278,3,0,-,1.311786E+11,-87.20584,6.394742E+09,-1.310227E+11,
537,23,5,06:57:39,21.54435,3,0,-,1.904294E+11,-87.89478,6.995419E+09,-1.903008E+11,
538,23,6,06:57:47,14.67799,3,0,-,2.82757E+11,-88.38245,7.981728E+09,-2.826443E+11,
539,23,7,06:57:54,10,3,0,-,4.134608E+11,-88.86749,8.172035E+09,-4.1338E+11,
540,23,8,06:58:03,6.812921,3,0,-,6.057487E+11,-89.19595,8.500609E+09,-6.056891E+11,
541,23,9,06:58:20,4.641589,3,0,-,8.894796E+11,-89.48592,7.980893E+09,-8.894438E+11,
542,23,10,06:58:36,3.162278,3,0,-,1.303241E+12,-89.61372,8.78676E+09,-1.303212E+12,
543,23,11,06:58:58,2.154435,3,0,-,1.911841E+12,-89.73401,8.87623E+09,-1.911821E+12,
544,23,12,06:59:29,1.467799,3,0,-,2.819493E+12,-88.72446,6.276449E+10,-2.818795E+12,
545,23,13,07:00:12,1,3,0,-,4.17882E+12,-86.89056,2.266745E+11,-4.172668E+12,
546,24,1,07:00:41,1,3,0,-,3.915198E+12,-89.06367,6.398056E+10,-3.914676E+12,
547,24,2,07:01:38,0.4641589,3,0,-,8.991384E+12,-88.78653,1.904183E+11,-8.989368E+12,
548,24,3,07:02:55,0.2154435,3,0,-,2.103037E+13,-87.7776,8.15534E+11,-2.101456E+13,
549,24,4,07:05:42,0.1,3,0,-,5.945915E+13,-88.74869,1.298475E+12,-5.944496E+13,
550,24,5,07:11:30,0.04641589,3,0,-,1.236971E+14,-96.18454,-1.332609E+13,-1.229772E+14,
551,24,6,07:23:57,0.02154435,3,0,-,2.367918E+14,-88.07086,7.971305E+12,-2.366575E+14,
552,24,7,07:52:32,0.01,3,0,-,2.827692E+15,-158.1525,-2.624601E+15,-1.052288E+15,
